HOT PICKS,Code Number,Hardcover/Paperback,Name of book,Author,Genre,Goodreads Link,Publisher,Year
,Z466C1,Paperback,The Conquerors,David McKee,Children's (3-5 yrs),https://www.goodreads.com/book/show/1717778.The_Conquerors,,
,Z467C1,Paperback,Dot.,"by Randi Zuckerberg (Goodreads Author), Joe Berger (Illustrator)",Children's (3-5 yrs),https://www.goodreads.com/book/show/17416082-dot?ac=1&from_search=true,,
,Z468C1,Paperback,The Way Back Home (The Boy #3),Oliver Jeffers,Children's (3-5 yrs),https://www.goodreads.com/book/show/3764629-the-way-back-home,,
,Z469C1,Paperback,The Moose Belongs To Me,Oliver Jeffers,Children's (3-5 yrs),https://www.goodreads.com/book/show/13595647-this-moose-belongs-to-me,,
,Z470C1,Paperback,The Great Paper Caper,Oliver Jeffers,Children's (3-5 yrs),https://www.goodreads.com/book/show/13595647-this-moose-belongs-to-me,,
,Z471C1,Paperback,The Dark,"Lemony Snicket, Jon Klassen (Illustrations)",Children's (3-5 yrs),https://www.goodreads.com/book/show/15790852-the-dark?ac=1&from_search=true,,
,Z472C1,Paperback,Dr. Seuss' ABC,Dr. Seuss,Children's (3-5 yrs),https://www.goodreads.com/book/show/79580.Dr_Seuss_s_ABC,,
,Z473C1,Hardcover,The Things I Love About Me,Trace Moroney,Children's (3-5 yrs),https://www.goodreads.com/book/show/22825615-the-things-i-love-about-me,,
,Z474C1,Hardcover,Stop That Cow! (Usborne Very First Reading #7),"Mairi Mackinnon, Fred Blunt (Illustrator)",Children's (3-5 yrs),https://www.goodreads.com/book/show/7301389-stop-that-cow?ac=1&from_search=true,,
,Z475C1,Hardcover,A Bus For Miss Moss (Usborne Very First Reading #3),"Mairi Mackinnon, Steve Simpson (Goodreads Author) (Illustrator)",Children's (3-5 yrs),https://www.goodreads.com/book/show/9296838-a-bus-for-miss-moss,,
,Z476C1,Hardcover,The Queen Makes a Scene (Usborne Very First Reading #6),"Mairi Mackinnon, Mike Gordon (Illustrator), Carl Gordon (Illustrator)",Children's (3-5 yrs),https://www.goodreads.com/book/show/9296967-the-queen-makes-a-scene,,
,Z477C1,Hardcover,Dog Diary (Usborne Very First Reading #4),Mairi Mackinnon,Children's (3-5 yrs),https://www.goodreads.com/book/show/30318173-dog-diary,,
,Z478C1,Paperback,Fancy Nancy and the Delectable Cupcakes,"Jane O'Connor, Robin Preiss Glasser (Illustrator), Ted Enik (Illustrator)",Children's (3-5 yrs),https://www.goodreads.com/book/show/7895449-fancy-nancy-and-the-delectable-cupcakes?ac=1&from_search=true,,
,Z479C1,Paperback,Flip Flop!,"Dana Meachen Rau, Jana Christy Mitchell (Illustrator)",Children's (3-5 yrs),https://www.goodreads.com/book/show/9209035-flip-flop?from_search=true,,
,Z421C2,Hardcover,Where is the Poky Little Puppy?,"Janette Sebring Lowrey, Gustaf Tenggren (Illustrations)",Children's (6-8 yrs),https://www.goodreads.com/book/show/21965058-where-is-the-poky-little-puppy?ac=1&from_search=true,,
,Z422C2,Hardcover,Magic in the Playroom,Enid Blyton,Children's (6-8 yrs),https://www.goodreads.com/book/show/503292.Magic_in_the_Playroom,,
,Z449C2,Paperback,How the Grinch Stole Christmas!,Dr. Seuss,Children's (6-8 yrs),https://www.goodreads.com/book/show/113946.How_the_Grinch_Stole_Christmas_?from_search=true,,
,Z456C1,Paperback,The Enormous Crocodile,"Roald Dahl, Quentin Blake (Illustrator)",Children's (6-8 yrs),https://www.goodreads.com/book/show/6668.The_Enormous_Crocodile,,
,B001C3,Paperback,Letters From the Lighthouse,Emma Carroll,Children's (9-12 yrs),https://www.goodreads.com/book/show/32721821-letters-from-the-lighthouse,,
,B002C3,Paperback,Cogheart (The Cogheart Adventures 1),Peter Bunzl,Children's (9-12 yrs),https://www.goodreads.com/book/show/29939780-cogheart?ac=1&from_search=true,,
,B003C3,Paperback,"Moonlocket (The Cogheart Adventures, 2)",Peter Bunzl,Children's (9-12 yrs),https://www.goodreads.com/book/show/33148504-moonlocket,,
,B371C2,Hardcover,5000 Awesome Facts,National Geographic Kids,Children's (Non-Fiction),https://www.goodreads.com/book/show/13414911-5-000-awesome-facts,,
,T313C2,Paperback,The Midnight Gang,David Williams,Children's (9-12 yrs),https://www.goodreads.com/book/show/30317562-the-midnight-gang,,
,T201CL,Paperback,Animal Farm,George Orwell,Classics,https://www.goodreads.com/book/show/7613.Animal_Farm,,
,T202CL,Paperback,Oliver Twst,Charles Dickens,Classics,https://www.goodreads.com/book/show/18254.Oliver_Twist?from_search=true,,
,T203CL,Paperback,Mrs. Dalloway,Virginia woolf,Classics,https://www.goodreads.com/book/show/14942.Mrs_Dalloway?ac=1&from_search=true,,
,T204CL,Paperback,Great Expectations,Charles Dickens,Classics,https://www.goodreads.com/book/show/2623.Great_Expectations?ac=1&from_search=true,,
,T205CL,Paperback,Alice's Adventures in Wonderland,Lewis Carroll,Classics,https://www.goodreads.com/book/show/138516.Alice_in_Wonderland?from_search=true,,
,T206CL,Paperback,Around The World in Eighty Days,Jules Verne,Classics,https://www.goodreads.com/book/show/54479.Around_the_World_in_Eighty_Days?ac=1&from_search=true,,
,B186CL,Paperback,Gora,Rabindranath Tagore,Classics,https://www.goodreads.com/book/show/1268541.Gora?ac=1&from_search=true,,
,B187CL,Paperback,David Copperfield,Charles Dickens,Classics,https://www.goodreads.com/book/show/58696.David_Copperfield?ac=1&from_search=true,,
,B192CL,Paperback,Middlemarch,George Eliot,Classics,https://www.goodreads.com/book/show/19089.Middlemarch?from_search=true,,
,B194CL,Paperback,The Adventures of Huckleberry Finn,Mark Twain,Classics,https://www.goodreads.com/book/show/2956.The_Adventures_of_Huckleberry_Finn?ac=1&from_search=true,,
,B195CL,Paperback,Lorna Doone,R. D. Blackmore,Classics,https://www.goodreads.com/book/show/73960.Lorna_Doone?from_search=true,,
,B205CL,Paperback,Black Beauty,Anna Sewell,Classics,https://www.goodreads.com/book/show/3685.Black_Beauty?from_search=true,,
,B537FN,Paperback,The Storied Life of A. J. Fikry,Gabrielle Zevin,Fiction,https://www.goodreads.com/book/show/18293427-the-storied-life-of-a-j-fikry?ac=1&from_search=true,,
,B571CL,Paperback,Fahrenheit 451,Ray Bradbury,Classics,https://www.goodreads.com/book/show/119787.Fahrenheit_451,,
,B572CL,Paperback,Fahrenheit 451,Ray Bradbury,Classics,https://www.goodreads.com/book/show/119787.Fahrenheit_451,,
,B573CL,Paperback,1984,George Orwell,Classics,https://www.goodreads.com/book/show/5470.1984,,
,B556FN,Paperback,Unfinished Portrait,Mary Westmacott/Agatha Christie,Fiction/Tragedy,https://www.goodreads.com/book/show/2282578.Unfinished_Portrait?ac=1&from_search=true,,
,B557FN,Paperback,We Are All Completely Beside Ourselves,Karen Joy Fowler,Fiction/Psychological Fiction,https://www.goodreads.com/book/show/22817474-we-are-all-completely-beside-ourselves,,
,B558FN,Paperback,The Keeper of Lost Things: A Novel,Ruth Hogan,Fiction,https://www.goodreads.com/book/show/30363088-the-keeper-of-lost-things,,
,B559FN,Paperback,The Curious Charms of Arthur Pepper,Phaedra Patrick,Fiction,https://www.goodreads.com/book/show/31140971-the-curious-charms-of-arthur-pepper,,
,B560FN,Paperback,The Story of a Brief Marriage: A Novel,Anuk Arudpragasam,Fiction/War Story,https://www.goodreads.com/book/show/28220955-the-story-of-a-brief-marriage,,
,B561FN,Paperback,Practical Magic,Alice Hoffman,Fiction/Magical Realism,https://www.goodreads.com/book/show/22896.Practical_Magic?ac=1&from_search=true,,
,B562HF,Paperback,Kindred,Octavia E. Butler,Historical Fiction/Slavery/Science Fiction,https://www.goodreads.com/book/show/21020588-kindred,,
,B563TH,Paperback,The Cuban Affair,Nelson DeMille,Thriller/Suspense,https://www.goodreads.com/book/show/34466751-the-cuban-affair,,
,B564MY,Paperback,The Woman in Cabin 10,Ruth Ware,Mystery/Crime Fiction,https://www.goodreads.com/book/show/28187230-the-woman-in-cabin-10?ac=1&from_search=true,,
,B569SS,Paperback,Olive Kitteridge,Elizabeth Strout,Short Stories,https://www.goodreads.com/book/show/5552635-olive-kitteridge,,
,B570FY,Paperback,A Monster Calls: Inspired by an idea from Siobhan Dowd,Patrick Ness,Fantasy/Young Adult,https://www.goodreads.com/book/show/17262384-a-monster-calls,,
,T357C1,Hardcover,The Ugly Duckling (Read it Yourself #1),Ladybird Books,Children's (3-5 yrs),https://www.goodreads.com/book/show/21067733-the-ugly-duckling,,
,T358C1,Hardcover,The Enormous Turnip (Read it Yourself #1),Ladybird Books,Children's (3-5 yrs),https://www.goodreads.com/book/show/21074807-the-enormous-turnip?ac=1&from_search=true,,
,T359C1,Hardcover,Goldilocks and the Three Bears (Read it Yourself #1),Ladybird Books,Children's (3-5 yrs),https://www.goodreads.com/book/show/21054510-goldilocks-and-the-three-bears---read-it-yourself-with-ladybird?ac=1&from_search=true,,
,T360C1,Hardcover,The Magic Porridge Pot (Read it Yourself #1),Ladybird Books,Children's (3-5 yrs),https://www.goodreads.com/book/show/20931546-the-magic-porridge-pot,,
,T361C1,Hardcover,"The Hairy Bear Scare (Ladybird Reading Phonics, Book 11)",Ladybird Books,Children's (3-5 yrs),https://www.goodreads.com/book/show/8177803-the-hairy-bear-scare?ac=1&from_search=true,,
,T362C1,Hardcover,The Gingerbread Man (Read it yourself #2),Ladybird Books,Children's (3-5 yrs),https://www.goodreads.com/book/show/20570446-the-gingerbread-man---read-it-yourself-with-ladybird?ac=1&from_search=true,,
,T363C1,Hardcover,Mount Everest (Read it Yourself #2),Ladybird Books,Children's (3-5 yrs),,,
,T364C1,Hardcover,Chicken Licken (Read It Yourself #2),Ladybird Books,Children's (3-5 yrs),https://www.goodreads.com/book/show/21023973-chicken-licken---read-it-yourself-with-ladybird?from_search=true,,
,T365C1,Hardcover,Little Red Riding Hood (Read it yourself #2),Ladybird Books,Children's (3-5 yrs),https://www.goodreads.com/book/show/18871256-little-red-riding-hood---read-it-yourself-with-ladybird?ac=1&from_search=true,,
,T366C1,Hardcover,Town Mouse and Country Mouse (Read it Yourself #2),Ladybird Books,Children's (3-5 yrs),https://www.goodreads.com/book/show/21023073-town-mouse-and-country-mouse---read-it-yourself-with-ladybird?ac=1&from_search=true,,
,T367C1,Hardcover,The Three Little Pigs (Read it Yourself #2),Ladybird Books,Children's (3-5 yrs),https://www.goodreads.com/book/show/21032531-the-three-little-pigs--read-it-yourself-with-ladybird?ac=1&from_search=true,,
,T368C1,Hardcover,Sly Fox and Red Hen (Read it Yourself #2),Ladybird Books,Children's (3-5 yrs),https://www.goodreads.com/book/show/21064455-sly-fox-and-red-hen---read-it-yourself-with-ladybird?ac=1&from_search=true,,
,T369C2,Hardcover,"Dick Whittington (Read It Yourself, #4)",Ladybird Books,Children's (6-8 yrs),https://www.goodreads.com/book/show/8178017-dick-whittington?from_search=true,,
,T370C2,Hardcover,The Crab Who Played With the Sea ( Ladybird Tales #4),Ladybird Books,Children's (6-8 yrs),,,
,T371C2,Hardcover,The Elephants and the Mice (Ladybird Tales #4),Ladybird Books,Children's (6-8 yrs),,,
,T372C2,Hardcover,"The Pied Piper of Hamelin (Read It Yourself, #4)",Ladybird Books,Children's (6-8 yrs),https://www.goodreads.com/book/show/6063519-the-pied-piper-of-hamelin?from_search=true,,
,T373C2,Hardcover,The Wizard of Oz (Read it yourself #4),Ladybird Books,Children's (6-8 yrs),https://www.goodreads.com/book/show/21053867-the-wizard-of-oz---read-it-yourself-with-ladybird?from_search=true,,
,T374C2,Hardcover,The Steadfast Tin Soldier (Level 4),Enjoy and Read,Children's (6-8 yrs),,,
,B538C1,Paperback,Cave Baby,"Julia Donaldson, Emily Gravett (Illustrator)",Children's (3-5 yrs),https://www.goodreads.com/book/show/11791540-cave-baby,,
,B539C1,Paperback,What the Ladybird Heard,"Julia Donaldson, Lydia Monks (Illustrator)",Children's (3-5 yrs),https://www.goodreads.com/book/show/8798498-what-the-ladybird-heard?ac=1&from_search=true,,
,B540C1,Paperback,What the Ladybird Heard Next,Julia Donaldson,Children's (3-5 yrs),https://www.goodreads.com/book/show/26230084-what-the-ladybird-heard-next?ac=1&from_search=true,,
,B541C1,Paperback,The Rhyming Rabbit,Julia Donaldson,Children's (3-5 yrs),https://www.goodreads.com/book/show/11791539-the-rhyming-rabbit?ac=1&from_search=true,,
,B542C1,Paperback,Princess Mirror-Belle and the Dragon Pox,"Julia Donaldson, Lydia Monks (Illustrator)",Children's (3-5 yrs),https://www.goodreads.com/book/show/24583460-princess-mirror-belle-and-the-dragon-pox?ac=1&from_search=true,,
,B543C1,Paperback,Sugarlump and the Unicorn,Julia Donaldson,Children's (3-5 yrs),https://www.goodreads.com/book/show/18742287-sugarlump-and-the-unicorn?ac=1&from_search=true,,
,B544C1,Paperback,The Singing Mermaid,Julia Donaldson,Children's (3-5 yrs),https://www.goodreads.com/book/show/13609563-the-singing-mermaid?ac=1&from_search=true,,
,B545C1,Paperback,The Princess and the Wizard,"Julia Donaldson, Lydia Monks (Illustrator)",Children's (3-5 yrs),https://www.goodreads.com/book/show/1844606.The_Princess_and_the_Wizard?ac=1&from_search=true,,
,B546C1,Paperback,Sharing a Shell,"Julia Donaldson, Lydia Monks (Illustrator)",Children's (3-5 yrs),https://www.goodreads.com/book/show/1420096.Sharing_a_Shell?ac=1&from_search=true,,
,B548C2,Paperback,Ordinary Mary's Extraordinary Deed,Emily Pearson,Children's (6-8 yrs),https://www.goodreads.com/book/show/226034.Ordinary_Mary_s_Extraordinary_Deed?ac=1&from_search=true,,
,B549C2,Hardcover,How Full is Your Bucket? For Kids,"Tom Rath, Maurie J. Manning(illustrator), Mary Reckmeyer",Children's (6-8 yrs),https://www.goodreads.com/book/show/6055994-how-full-is-your-bucket-for-kids?ac=1&from_search=true,,
,B550C1,Hardcover,Be Quiet!,Ryan. T. Higgins,Children's (3-5 yrs),https://www.goodreads.com/book/show/31423547-be-quiet?ac=1&from_search=true,,
,B551C1,Hardcover,Be Quiet!,Ryan. T. Higgins,Children's (3-5 yrs),https://www.goodreads.com/book/show/31423547-be-quiet?ac=1&from_search=true,,
,B552C1,Paperback,We're All Wonders,R. J. Palacio,Children's (3-5 yrs),https://www.goodreads.com/book/show/33120612-we-re-all-wonders?ac=1&from_search=true,,
,B553C1,Hardcover,Triangle (Shape Trilogy),Mac Barnett,Children's (3-5 yrs),https://www.goodreads.com/book/show/31247841-triangle?ac=1&from_search=true,,
,B554C1,Hardcover,Franklin's Flying Bookshop,"Jen Campbell, Katie Harnett (illustrator)",Children's (3-5 yrs),https://www.goodreads.com/book/show/30313729-franklin-s-flying-bookshop?ac=1&from_search=true,,
,B555C2,Hardcover,She Persisted,"Chelsea Clinton, Alexandra Boiger (Illustrator)",Children's (6-8 yrs),https://www.goodreads.com/book/show/34608694-she-persisted?ac=1&from_search=true,,
,T133FY,Paperback,Harry Potter and The Goblet of Fire,J. K. Rowling,Fantasy,https://www.goodreads.com/book/show/22844191-harry-potter-and-the-goblet-of-fire,,
,Z511C2,Hardcover,Usborne Look Inside Your Body,"Louie Stowell, Jane Chisholm (Editor), Kate Leake (Illustrator)",Children's (Non-Fiction),https://www.goodreads.com/book/show/13788791-usborne-look-inside-your-body,,
,Z512C2,Hardcover,Usborne Look Inside Space,Rob Lloyd Jones,Children's (Non-Fiction),https://www.goodreads.com/book/show/15863429-look-inside-space?ac=1&from_search=true,,
,Z515C2,Hardcover,Usborne Lift the Flap Questions & Answers About Your Body,"Katie Daynes, Marie-Eve Tremblay (Illustrator)",Children's (Non-Fiction),https://www.goodreads.com/book/show/21008626-questions-and-answers-about-your-body,,
,Z510C1,Hardcover,I Love Dinosaurs,Roger Priddy,Children's (Non-Fiction),https://www.goodreads.com/book/show/14495185-i-love-dinosaurs,,
,Z513C1,Paperback,Oxford Very First Atlas,Patrick Wiegand (Editor),Children's (Non-Fiction),https://www.goodreads.com/book/show/14825979-oxford-very-first-atlas-2011?ac=1&from_search=true,,
,Z514C1,Paperback,The Usborne First English Dictionary,"Jane Bingham, Rachel Wardley",Children's (Non-Fiction),https://www.goodreads.com/book/show/15944116-the-usborne-first-english-dictionary?ac=1&from_search=true,,
,Z480C1,Hardcover,Little Red Hen,Ladybird Books,Children's (3-5 yrs),https://www.goodreads.com/book/show/1420182.Little_Red_Hen?ac=1&from_search=true,,
,Z481C1,Paperback,Princess Story Collection (Disney Princess: Step Into Reading),Walt Disney Company,Children's (3-5 yrs),https://www.goodreads.com/book/show/1298303.Princess_Story_Collection?ac=1&from_search=true,,
,Z482C1,Hardcover,The Floating Palace (Sofia the First),"Catherine Hapka (Illustrations), Grace Lee (Illustrations)",Children's (3-5 yrs),https://www.goodreads.com/book/show/17586836-the-floating-palace?ac=1&from_search=true,,
,Z483C1,Hardcover,TinkerBell: First Look and Find (Disney Fairies),Walt Disney Company,Children's (3-5 yrs),https://www.goodreads.com/book/show/9827275-tinkerbell?ac=1&from_search=true,,
,Z484C1,Hardcover,Sweet Dreams Stories A Collection of Bedtime Tales,Jillian Harker,Children's (3-5 yrs),https://www.goodreads.com/book/show/4938431-sweet-dreams-stories,,
,Z486C1,Hardcover,Usborne Five-Minute Bedtime Stories,Sam Taplin,Children's (3-5 yrs),https://www.goodreads.com/book/show/16650202-five-minute-bedtime-stories?ac=1&from_search=true,,
,Z485C2,Hardcover,Stories from Around the World for Little Children,Usborne,Children's (6-8 yrs),https://www.goodreads.com/book/show/21260121-stories-from-around-the-world-for-little-children?ac=1&from_search=true,,
,Z487C2,Hardcover,Usborne Big Book of Little Stories (Story Collections for Little Children),Various (Usborne),Children's (6-8 yrs),https://www.goodreads.com/book/show/21046522-big-book-of-little-stories?ac=1&from_search=true,,
,Z489C2,Hardcover,Usborne Illustrated Stories for Bedtime (Illustrated Story Collections),Various (Usborne),Children's (6-8 yrs),https://www.goodreads.com/book/show/11769303-illustrated-stories-for-bedtime?ac=1&from_search=true,,
,Z490C2,Hardcover,Usborne Illustrated Stories From Around The World,Lesley Sims,Children's (6-8 yrs),https://www.goodreads.com/book/show/8174113-illustrated-stories-from-around-the-world?ac=1&from_search=true,,
,Z491C2,Hardcover,Usborne Illustrated Stories for the Holidays,Lesley And Madison Sims,Children's (6-8 yrs),https://www.goodreads.com/book/show/9708912-illustrated-stories-for-the-holidays?from_search=true,,
,Z506C2,Paperback,The Magic Finger,"Roald Dahl, Quentin Blake (Illustrator)",Children's (6-8 yrs),https://www.goodreads.com/book/show/17242196-the-magic-finger,,
